UNITID,PRGMOFR,CIPCODE1,XCIPTUI1,CIPTUIT1,XCIPSUP1,CIPSUPP1,XCIPLGT1,CIPLGTH1,PRGMSR1,XMTHCMP1,MTHCMP1,XWKCMP1,WKCMP1,XLNAYHR1,LNAYHR1,XLNAYWK1,LNAYWK1,XCHG1PY0,CHG1PY0,XCHG1PY1,CHG1PY1,XCHG1PY2,CHG1PY2,XCHG1PY3,CHG1PY3,XCHG4PY0,CHG4PY0,XCHG4PY1,CHG4PY1,XCHG4PY2,CHG4PY2,XCHG4PY3,CHG4PY3,XCHG5PY0,CHG5PY0,XCHG5PY1,CHG5PY1,XCHG5PY2,CHG5PY2,XCHG5PY3,CHG5PY3,XCHG6PY0,CHG6PY0,XCHG6PY1,CHG6PY1,XCHG6PY2,CHG6PY2,XCHG6PY3,CHG6PY3,XCHG7PY0,CHG7PY0,XCHG7PY1,CHG7PY1,XCHG7PY2,CHG7PY2,XCHG7PY3,CHG7PY3,XCHG8PY0,CHG8PY0,XCHG8PY1,CHG8PY1,XCHG8PY2,CHG8PY2,XCHG8PY3,CHG8PY3,XCHG9PY0,CHG9PY0,XCHG9PY1,CHG9PY1,XCHG9PY2,CHG9PY2,XCHG9PY3,CHG9PY3,CIPCODE2,XCIPTUI2,CIPTUIT2,XCIPSUP2,CIPSUPP2,XCIPLGT2,CIPLGTH2,PRGMSR2,XMTHCMP2,MTHCMP2,CIPCODE3,XCIPTUI3,CIPTUIT3,XCIPSUP3,CIPSUPP3,XCIPLGT3,CIPLGTH3,PRGMSR3,XMTHCMP3,MTHCMP3,CIPCODE4,XCIPTUI4,CIPTUIT4,XCIPSUP4,CIPSUPP4,XCIPLGT4,CIPLGTH4,PRGMSR4,XMTHCMP4,MTHCMP4,CIPCODE5,XCIPTUI5,CIPTUIT5,XCIPSUP5,CIPSUPP5,XCIPLGT5,CIPLGTH5,PRGMSR5,XMTHCMP5,MTHCMP5,CIPCODE6,XCIPTUI6,CIPTUIT6,XCIPSUP6,CIPSUPP6,XCIPLGT6,CIPLGTH6,PRGMSR6,XMTHCMP6,MTHCMP6 
107293,3,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",50,"R",900,"R",30,"R",15000,"R",15000,"R",16500,"R",16500,"R",1400,"R",1404,"R",1715,"R",1809,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11013,"R",11075,"R",10950,"R",10950,"R",6375,"R",6375,"R",6250,"R",6250,"R",6375,"R",6375,"R",6250,"R",6250,"12.0409","R",6600,"R",1281,"R",600,1,"R",7,"12.0413","R",6600,"R",218,"R",600,1,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
107442,2,"12.0402","A",.,"A",.,"R",1500,1,"R",13,"R",50,"R",900,"R",30,"R",15825,"R",15825,"R",15825,"R",15825,"R",1075,"R",1075,"R",1075,"R",1075,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",14488,"R",14550,"R",14575,"R",14613,"R",8938,"R",9000,"R",9000,"R",9013,"R",6213,"R",6275,"R",6275,"R",6275,"12.0413","R",7900,"R",350,"R",600,1,"R",7,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
107655,2,"12.0499","A",.,"A",.,"R",1500,1,"R",13,"R",52,"R",900,"R",26,"R",14350,"R",14350,"R",18325,"R",18325,"R",1800,"R",1800,"R",0,"R",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3900,"R",3900,"R",5200,"R",5200,"R",1677,"R",1677,"R",5850,"R",5850,"R",650,"R",650,"R",3900,"R",3900,"12.0413","R",8000,"R",0,"R",600,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
107789,1,"12.0401","A",.,"A",.,"R",1500,1,"R",11,"R",43,"R",900,"R",26,"R",14250,"R",15000,"R",15000,"R",15000,"R",2625,"R",1888,"R",1891,"R",1891,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",16824,"R",12717,"R",12513,"R",10471,"R",9062,"R",4257,"R",5612,"R",4590,"R",5601,"R",2247,"R",3128,"R",2172,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
107831,3,"12.0401","A",.,"A",.,"R",1500,1,"R",11,"R",45,"R",900,"R",27,"R",14900,"R",14900,"R",14900,"R",14900,"R",2189,"R",2189,"R",2400,"R",2400,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",13444,"R",9225,"R",9394,"R",9563,"R",11509,"R",2858,"R",3465,"R",2531,"R",7628,"R",5063,"R",4725,"R",2531,"12.0410","R",6970,"R",2250,"R",600,1,"R",5,"12.0413","R",6270,"R",715,"R",600,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
108065,2,"12.0401","A",.,"A",.,"R",1500,1,"R",12,"R",48,"R",900,"R",28,"R",15000,"R",15000,"R",15230,"R",15230,"R",850,"R",850,"R",900,"R",900,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6000,"R",7200,"R",7200,"R",7200,"R",2400,"R",2400,"R",2400,"R",2400,"R",3000,"R",3600,"R",3600,"R",3600,"12.0413","R",9110,"R",720,"R",600,1,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
108977,4,"12.0401","A",.,"A",.,"R",1600,1,"R",13,"R",53,"R",900,"R",26,"R",17600,"R",17600,"R",17600,"R",17700,"R",1971,"R",1971,"R",2059,"R",2059,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",22207,"R",26500,"R",24407,"R",25400,"R",5883,"R",5883,"R",6824,"R",7009,"R",5247,"R",5247,"R",5300,"R",6294,"12.0402","R",18100,"R",1859,"R",1500,1,"R",12,"12.0410","R",3100,"R",1000,"R",400,1,"R",3,"12.0413","R",6100,"R",200,"R",600,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
109040,9,"51.3901","A",.,"A",.,"R",1570,1,"R",14,"R",54,"R",900,"R",32,"R",36500,"R",36900,"R",36900,"R",37019,"R",950,"R",1000,"R",1000,"R",1000,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10773,"R",11084,"R",11624,"R",12852,"R",9558,"R",10233,"R",10719,"R",10949,"R",9558,"R",10233,"R",10719,"R",10949,"51.0801","R",18660,"R",875,"R",49,2,"R",9,"51.0909","R",38560,"R",1200,"R",102,2,"R",20,"51.3801","R",72187,"R",2100,"R",99,2,"R",20,"51.0601","R",18760,"R",760,"R",53,2,"R",10,"51.0713","R",18009,"R",1100,"R",49,2,"R",9,
109721,1,"51.0901","A",.,"A",.,"R",900,1,"R",8,"R",30,"R",900,"R",30,"R",17000,"R",17000,"R",17000,"R",17000,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9503,"R",9503,"R",9503,"R",9503,"R",1350,"R",1350,"R",1350,"R",1350,"R",1500,"R",1500,"R",1500,"R",1500,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
109730,2,"10.9999","A",.,"A",.,"R",24,2,"R",8,"R",30,"R",30,"R",30,"R",17000,"R",17000,"R",17000,"R",17000,"R",250,"R",250,"R",250,"R",250,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10178,"R",10178,"R",10178,"R",10178,"R",1500,"R",1500,"R",1500,"R",1500,"R",1500,"R",1500,"R",1500,"R",1500,"11.0101","R",17000,"R",250,"R",24,2,"R",8,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
109934,8,"12.0409","A",.,"A",.,"R",600,1,"R",5,"R",20,"R",900,"R",30,"R",9544,"R",9553,"R",9596,"R",9824,"R",779,"R",726,"R",1037,"R",788,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7655,"R",8380,"R",9210,"R",9585,"R",2360,"R",2930,"R",2575,"R",2645,"R",2425,"R",2610,"R",2310,"R",2375,"12.0410","R",8817,"R",1463,"R",600,1,"R",5,"12.0402","R",18839,"R",2431,"R",1500,1,"R",11,"12.0401","R",20052,"R",3516,"R",1600,1,"R",12,"12.0402","R",22668,"R",4430,"R",1800,1,"R",13,"12.0499","R",23998,"R",5089,"R",1750,1,"R",13,
110194,1,"47.0201","A",.,"A",.,"R",1040,1,"R",10,"R",40,"R",1040,"R",40,"R",16295,"R",16295,"R",16295,"R",16295,"R",250,"R",250,"R",250,"R",250,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",16600,"R",16840,"R",16980,"R",18650,"R",7000,"R",8300,"R",7530,"R",8140,"R",5480,"R",6620,"R",5910,"R",6410,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
110875,4,"12.0401","A",.,"A",.,"R",1600,1,"R",12,"R",49,"R",900,"R",26,"R",16900,"R",16900,"R",16900,"R",16900,"R",2732,"R",2732,"R",2732,"R",2732,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",18755,"R",19429,"R",20531,"R",20752,"R",5782,"R",5917,"R",5439,"R",5905,"R",5941,"R",6088,"R",6150,"R",6248,"12.0409","R",6400,"R",1994,"R",600,1,"R",4,"12.0410","R",4300,"R",1614,"R",400,1,"R",3,"12.0410","R",6400,"R",1614,"R",600,1,"R",4,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
111054,5,"12.0401","A",.,"A",.,"R",1600,1,"R",13,"R",53,"R",900,"R",30,"R",17995,"R",18495,"R",20275,"R",20275,"R",1600,"R",1600,"R",1600,"R",1600,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",26500,"R",26500,"R",26500,"R",26500,"R",7977,"R",12150,"R",13250,"R",15900,"R",15052,"R",7433,"R",6771,"R",9103,"12.0402","R",19175,"R",1700,"R",1500,1,"R",13,"12.0409","R",8720,"R",1300,"R",600,1,"R",5,"12.0410","R",3995,"R",655,"R",400,1,"R",3,"12.0413","R",5920,"R",0,"R",600,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
111513,6,"12.0401","A",.,"A",.,"R",1600,1,"R",11,"R",44,"R",900,"R",26,"R",17725,"R",17725,"R",20035,"R",18936,"R",3270,"R",3270,"R",2990,"R",2990,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",16500,"R",17050,"R",17600,"R",18150,"R",847,"R",935,"R",1045,"R",1243,"R",2475,"R",2750,"R",3025,"R",3630,"12.0409","R",10031,"R",1959,"R",600,1,"R",4,"12.0410","R",3247,"R",1110,"R",400,1,"R",3,"12.0413","R",3727,"R",900,"R",600,1,"R",4,"12.0402","R",17385,"R",2620,"R",1500,1,"R",10,"12.0499","R",21287,"R",3830,"R",1800,1,"R",12,
111638,5,"51.0920","A",.,"A",.,"R",94,2,"R",24,"R",94,"R",32,"R",32,"R",35772,"R",37340,"R",39848,"R",40339,"R",2895,"R",3080,"R",2218,"R",1941,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",35979,"R",39386,"R",43287,"R",45050,"R",11092,"R",13795,"R",12103,"R",12432,"R",11398,"R",12267,"R",10857,"R",11163,"51.0910","R",42887,"R",2365,"R",105,2,"R",24,"51.0806","R",47871,"R",4256,"R",74,2,"R",18,"51.0711","R",21280,"R",1050,"R",60,2,"R",18,"51.3801","R",17899,"R",820,"R",35,2,"R",12,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
111708,3,"48.0508","A",.,"A",.,"R",900,1,"R",8,"R",30,"R",900,"R",26,"R",13182,"R",14500,"R",14500,"R",14500,"R",0,"R",0,"R",0,"R",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11483,"R",12570,"R",13815,"R",14378,"R",3540,"R",4395,"R",3863,"R",3968,"R",3638,"R",3915,"R",3465,"R",3563,"46.0415","R",14249,"R",0,"R",900,1,"R",8,"51.0801","R",14249,"R",0,"R",900,1,"R",8,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
111717,10,"46.0302","A",.,"A",.,"R",900,1,"R",8,"R",30,"R",900,"R",26,"R",15375,"R",15375,"R",15375,"R",15375,"R",0,"R",0,"R",0,"R",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11483,"R",12570,"R",13815,"R",14378,"R",3540,"R",4395,"R",3863,"R",3968,"R",3638,"R",3915,"R",3465,"R",3563,"47.0201","R",14500,"R",0,"R",900,1,"R",8,"47.0604","R",13221,"R",0,"R",810,1,"R",7,"51.0801","R",14249,"R",0,"R",900,1,"R",8,"12.0599","R",15200,"R",0,"R",810,1,"R",7,"12.0501","R",4560,"R",0,"R",300,1,"R",4,
111726,5,"48.0508","A",.,"A",.,"R",900,1,"R",8,"R",30,"R",900,"R",26,"R",13182,"R",14500,"R",14500,"R",14500,"R",0,"R",0,"R",0,"R",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11483,"R",12570,"R",13815,"R",14378,"R",3540,"R",4395,"R",3863,"R",3968,"R",3638,"R",3915,"R",3465,"R",3563,"49.0205","R",11024,"R",0,"R",630,1,"R",6,"46.0415","R",14249,"R",0,"R",900,1,"R",8,"52.0399","R",14249,"R",0,"R",900,1,"R",8,"52.1803","R",10754,"R",0,"R",630,1,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
111744,6,"48.0508","A",.,"A",.,"R",900,1,"R",8,"R",30,"R",900,"R",26,"R",13182,"R",14500,"R",14500,"R",14500,"R",0,"R",0,"R",0,"R",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11483,"R",12570,"R",13815,"R",14378,"R",3540,"R",4395,"R",3863,"R",3968,"R",3638,"R",3915,"R",3465,"R",3563,"47.0604","R",13221,"R",0,"R",810,1,"R",7,"47.0201","R",14500,"R",0,"R",900,1,"R",8,"46.0415","R",14249,"R",0,"R",900,1,"R",8,"49.0205","R",11024,"R",0,"R",630,1,"R",6,"48.0503","R",14249,"R",0,"R",900,1,"R",8,
111762,5,"51.0710","A",.,"A",.,"R",720,1,"R",6,"R",24,"R",900,"R",26,"R",11486,"R",11486,"R",11486,"R",11486,"R",0,"R",0,"R",0,"R",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9186,"R",10056,"R",11052,"R",11502,"R",2832,"R",3516,"R",3090,"R",3174,"R",2910,"R",3132,"R",2772,"R",2850,"46.0415","R",14249,"A",.,"R",900,1,"R",8,"48.0508","R",14500,"A",.,"R",900,1,"R",8,"51.0801","R",14249,"R",0,"R",900,1,"R",8,"46.9999","R",11486,"R",0,"R",720,1,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
111799,4,"51.0801","A",.,"A",.,"R",900,1,"R",8,"R",30,"R",900,"R",26,"R",12954,"R",12954,"R",14249,"R",14249,"R",0,"R",0,"R",0,"R",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11483,"R",12570,"R",13815,"R",14378,"R",3540,"R",4395,"R",3863,"R",3968,"R",3638,"R",3915,"R",3465,"R",3563,"51.3501","R",14249,"R",0,"R",900,1,"R",8,"46.0401","R",11486,"R",0,"R",720,1,"R",6,"46.9999","R",11486,"R",0,"R",720,1,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
112181,3,"12.0401","A",.,"A",.,"R",1600,1,"R",15,"R",60,"R",900,"R",26,"R",15050,"R",15100,"R",15500,"R",15510,"R",2844,"R",2794,"R",2909,"R",2931,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",17760,"R",17760,"R",17760,"R",22575,"R",15135,"R",15135,"R",15135,"R",19245,"R",10140,"R",10140,"R",11895,"R",12885,"12.0409","R",8556,"R",1875,"R",600,1,"R",6,"12.0410","R",2058,"R",1301,"R",400,1,"R",4,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
112288,8,"12.0401","A",.,"A",.,"R",1600,1,"R",14,"R",54,"R",900,"R",30,"R",19750,"R",19750,"R",19750,"R",20360,"R",234,"R",234,"R",234,"R",234,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",19940,"R",20142,"R",20142,"R",20142,"R",17982,"R",17982,"R",17982,"R",17982,"R",12029,"R",12029,"R",12029,"R",12029,"51.0801","R",15004,"R",234,"R",36,2,"R",9,"51.0601","R",18608,"R",234,"R",845,1,"R",11,"51.0716","R",14929,"R",234,"R",36,2,"R",9,"51.3501","R",14457,"R",234,"R",740,1,"R",9,"52.0401","R",13958,"R",234,"R",34,2,"R",9,
112367,5,"51.3901","A",.,"A",.,"R",1443,1,"R",15,"R",60,"R",900,"R",30,"R",12000,"R",12000,"R",12000,"R",12000,"R",2500,"R",2500,"R",2500,"R",3000,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",16500,"R",16500,"R",18000,"R",18000,"R",4875,"R",5250,"R",5250,"R",5250,"R",4875,"R",5250,"R",5250,"R",5625,"51.0710","R",2535,"R",854,"R",864,1,"R",8,"52.0401","R",2145,"R",786,"R",792,1,"R",8,"51.3902","R",1000,"R",500,"R",220,1,"R",3,"51.2602","R",350,"R",200,"R",40,1,"R",1,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
112455,3,"12.0409","A",.,"A",.,"R",600,1,"R",6,"R",22,"R",900,"R",26,"R",8400,"R",8550,"R",8610,"R",8910,"R",1300,"R",1750,"R",1675,"R",1700,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8421,"R",9218,"R",10131,"R",10544,"R",2596,"R",3223,"R",2833,"R",2910,"R",2668,"R",2871,"R",2541,"R",2613,"12.0401","R",15600,"R",2400,"R",1600,1,"R",13,"12.0402","R",16050,"R",2370,"R",1500,1,"R",14,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
113449,9,"12.0401","A",.,"A",.,"R",1600,1,"R",14,"R",56,"R",900,"R",30,"R",16000,"R",17600,"R",17600,"R",17600,"R",1400,"R",1400,"R",1400,"R",1400,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",14420,"R",14420,"R",17360,"R",17360,"R",6594,"R",6594,"R",8428,"R",8428,"R",6804,"R",6804,"R",13664,"R",13664,"12.0402","R",16500,"R",1050,"R",1500,1,"R",12,"12.0409","R",13500,"R",1177,"R",900,1,"R",6,"12.0409","R",9000,"R",925,"R",600,1,"R",4,"51.3501","R",6600,"R",252,"R",600,1,"R",4,"12.0410","R",4000,"R",550,"R",400,1,"R",3,
114460,3,"12.0401","A",.,"A",.,"R",1600,1,"R",13,"R",53,"R",900,"R",30,"R",17200,"R",18085,"R",18485,"R",18885,"R",3600,"R",3600,"R",3400,"R",3600,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",20286,"R",24407,"R",24407,"R",25400,"R",6254,"R",6824,"R",6824,"R",7009,"R",6426,"R",6122,"R",6122,"R",6294,"12.0402","R",17335,"R",3700,"R",1500,1,"R",12,"12.0409","R",8785,"R",1750,"R",600,1,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
114637,6,"12.0401","A",.,"A",.,"R",1600,1,"R",13,"R",50,"R",900,"R",28,"R",11200,"R",11350,"R",11200,"R",11200,"R",1600,"R",1600,"R",1650,"R",1650,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11875,"R",11250,"R",11250,"R",11250,"R",3125,"R",3125,"R",3125,"R",3750,"R",2500,"R",2500,"R",2500,"R",3000,"12.0402","R",10500,"R",1250,"R",1500,1,"R",12,"12.0409","R",5400,"R",950,"R",600,1,"R",5,"12.0410","R",4300,"R",1050,"R",600,1,"R",5,"12.0410","R",1000,"R",550,"R",400,1,"R",3,"12.0413","R",4800,"R",550,"R",600,1,"R",5,
114761,5,"12.0401","A",.,"A",.,"R",1600,1,"R",13,"R",50,"R",900,"R",26,"R",14500,"R",14500,"R",14500,"R",16100,"R",2100,"R",2100,"R",2100,"R",2100,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",19138,"R",20950,"R",23025,"R",23963,"R",5900,"R",7325,"R",6438,"R",6613,"R",6063,"R",6525,"R",5775,"R",5938,"12.0402","R",15100,"R",1450,"R",1500,1,"R",12,"12.0409","R",6100,"R",950,"R",600,1,"R",5,"12.0410","R",4100,"R",800,"R",400,1,"R",3,"12.0413","R",6100,"R",300,"R",600,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
114947,7,"50.0713","A",.,"A",.,"R",780,1,"R",7,"R",26,"R",780,"R",26,"R",21000,"R",21000,"R",21000,"R",21219,"R",2866,"R",2882,"R",2882,"R",2675,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6656,"R",7618,"R",8281,"R",8970,"R",5902,"R",6754,"R",7339,"R",7956,"R",7826,"R",6754,"R",7339,"R",4758,"50.0713","R",21578,"R",2145,"R",781,1,"R",7,"50.0713","R",20052,"R",1825,"R",799,1,"R",7,"50.0713","R",6034,"R",395,"R",270,1,"R",2,"50.0713","R",6639,"R",455,"R",209,1,"R",2,"50.0713","R",5800,"R",615,"R",210,1,"R",2,
115010,9,"51.3801","A",.,"A",.,"R",76,2,"R",24,"R",96,"R",32,"R",30,"R",72355,"R",71838,"R",71838,"R",76785,"R",2635,"R",3152,"R",3152,"R",3046,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",36744,"R",40224,"R",44208,"R",46008,"R",11328,"R",14064,"R",12360,"R",12696,"R",11640,"R",12528,"R",11088,"R",11400,"51.3901","R",34006,"R",572,"R",1635,1,"R",15,"51.0909","R",32048,"R",490,"R",1936,1,"R",15,"51.1012","R",16177,"R",138,"R",850,1,"R",9,"51.0801","R",15945,"R",370,"R",883,1,"R",9,"51.0714","R",15685,"R",630,"R",990,1,"R",9,
115357,3,"12.0401","A",.,"A",.,"R",1600,1,"R",12,"R",46,"R",900,"R",26,"R",20000,"R",20000,"R",20000,"R",20000,"R",2900,"R",2900,"R",2900,"R",2900,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9361,"R",9775,"R",9833,"R",9833,"R",2990,"R",3163,"R",3163,"R",3243,"R",2818,"R",2875,"R",2875,"R",2898,"12.0402","R",18750,"R",2500,"R",1500,1,"R",12,"12.0410","R",5000,"R",1200,"R",400,1,"R",4,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
115658,3,"12.0401","A",.,"A",.,"R",1600,1,"R",13,"R",53,"R",900,"R",26,"R",12495,"R",12495,"R",13495,"R",13495,"R",500,"R",500,"R",500,"R",500,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",20286,"R",24407,"R",24407,"R",25400,"R",6254,"R",6824,"R",6824,"R",7009,"R",6426,"R",6122,"R",6122,"R",6294,"12.0413","R",4100,"R",198,"R",600,1,"R",6,"12.0410","R",2150,"R",350,"R",400,1,"R",4,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
115931,8,"46.0302","A",.,"A",.,"R",840,1,"R",11,"R",42,"R",840,"R",42,"R",14348,"R",16103,"R",16103,"R",16179,"R",797,"R",797,"R",797,"R",1215,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9776,"R",9776,"R",9776,"R",9776,"R",9912,"R",9912,"R",9912,"R",9912,"R",7392,"R",7392,"R",7392,"R",7392,"47.0201","R",15969,"R",845,"R",840,1,"R",11,"51.0710","R",12607,"R",1085,"R",720,1,"R",9,"51.1009","R",13688,"R",995,"R",720,1,"R",9,"51.0713","R",12427,"R",1290,"R",720,1,"R",9,"51.3501","R",13006,"A",.,"R",760,1,"R",9,
116350,1,"12.0401","A",.,"A",.,"R",1600,1,"R",12,"R",47,"R",900,"R",26,"R",18900,"R",20900,"R",20900,"R",20900,"R",3130,"R",3635,"R",3635,"R",3389,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",17989,"R",21644,"R",21644,"R",22525,"R",5546,"R",6051,"R",6051,"R",6216,"R",5699,"R",5429,"R",5429,"R",5581,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
116563,7,"12.0409","A",.,"A",.,"R",600,1,"R",5,"R",20,"R",900,"R",30,"R",9544,"R",9553,"R",9420,"R",9823,"R",779,"R",726,"R",1037,"R",788,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7655,"R",8380,"R",9210,"R",9585,"R",2360,"R",2930,"R",2575,"R",2645,"R",2425,"R",2610,"R",2310,"R",2375,"12.0414","R",14212,"R",1733,"R",900,1,"R",8,"12.0408","R",13450,"R",2360,"R",750,1,"R",7,"12.0401","R",20052,"R",3516,"R",1600,1,"R",12,"12.0402","R",22668,"R",4430,"R",1800,1,"R",13,"12.0402","R",26833,"R",6003,"R",1950,1,"R",14,
